Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,clean_review,temp_list
5782,"love this nozzle! it is durable, doesn't corrode, doesn't leak, and has so many spray options. highly recommend. i've purchased various different nozzles over the years and absolutely nothing compares.",0,0,0,0,1,0,0,0,0,1,0,1,love nozzle durable not corrode not leak many spray options highly recommend purchased various different nozzles years absolutely nothing compares,"['love', 'nozzle', 'durable', 'not', 'corrode', 'not', 'leak', 'many', 'spray', 'options', 'highly', 'recommend', 'purchased', 'various', 'different', 'nozzles', 'years', 'absolutely', 'nothing', 'compares']"
5783,"range of water options eg shower, jet, spray did not work.  only variations on stream.  also pressure poor.  not a cannon",0,0,0,0,0,1,0,0,0,0,0,0,range water options eg shower jet spray not work variations stream also pressure poor not cannon,"['range', 'water', 'options', 'eg', 'shower', 'jet', 'spray', 'not', 'work', 'variations', 'stream', 'also', 'pressure', 'poor', 'not', 'cannon']"
5784,this is easy for me to use as i have arthritis in my hands.,0,0,0,0,0,0,0,0,0,0,1,1,easy use arthritis hands,"['easy', 'use', 'arthritis', 'hands']"
5785,just bought today and it works great! it really does cover a large area!,0,0,0,0,0,1,0,0,0,0,0,1,bought today works great really cover large area,"['bought', 'today', 'works', 'great', 'really', 'cover', 'large', 'area']"
5786,"great tool, love the led that lets you know the fitting is set.",0,0,0,0,1,0,0,0,0,0,0,1,great tool love led lets know fitting set,"['great', 'tool', 'love', 'led', 'lets', 'know', 'fitting', 'set']"
5787,very strong and no misses with the gun and no jambs.,0,0,0,0,0,1,0,0,0,1,0,1,strong no misses gun no jambs,"['strong', 'no', 'misses', 'gun', 'no', 'jambs']"
5788,this crimper set is heavy duty and well built. it comes with a case to hold the different size rings as well as the cutters. after using them all weekend on different size pex (even in tight places) i would recommend this set to anyone.,1,0,0,0,0,0,0,0,0,1,0,1,crimper set heavy duty well built comes case hold different size rings well cutters using weekend different size pex even tight places would recommend set anyone,"['crimper', 'set', 'heavy', 'duty', 'well', 'built', 'comes', 'case', 'hold', 'different', 'size', 'rings', 'well', 'cutters', 'using', 'weekend', 'different', 'size', 'pex', 'even', 'tight', 'places', 'would', 'recommend', 'set', 'anyone']"
5789,super long cord to plug in to the garage,0,0,0,1,0,0,0,0,0,0,0,1,super long cord plug garage,"['super', 'long', 'cord', 'plug', 'garage']"
5790,i set the crumpets to 0 because they were new and i still could not get it to crimp. i had another technician look at it and we both agree they are too tight for tight places and one handed crimping.,0,0,0,0,0,0,0,0,0,0,1,0,set crumpets new still could not get crimp another technician look agree tight tight places one handed crimping,"['set', 'crumpets', 'new', 'still', 'could', 'not', 'get', 'crimp', 'another', 'technician', 'look', 'agree', 'tight', 'tight', 'places', 'one', 'handed', 'crimping']"
5791,toilet is fine.  but the cheap plastic seat was aweful.  they had a concave shape so the sharp outer edge was digging in.  and flimsy.  hated to buy 2 new highly rated kohlers and have to go back to buy 2 new seats.  very disappointed.,1,0,1,0,0,0,0,0,0,0,0,0,toilet fine cheap plastic seat aweful concave shape sharp outer edge digging flimsy hated buy new highly rated kohlers go back buy new seats disappointed,"['toilet', 'fine', 'cheap', 'plastic', 'seat', 'aweful', 'concave', 'shape', 'sharp', 'outer', 'edge', 'digging', 'flimsy', 'hated', 'buy', 'new', 'highly', 'rated', 'kohlers', 'go', 'back', 'buy', 'new', 'seats', 'disappointed']"
5792,broke the first day i used it after about only 30 crimps.,0,0,0,0,0,0,0,0,0,1,0,0,broke first day used crimps,"['broke', 'first', 'day', 'used', 'crimps']"
5793,"i was really excited to use this sprinkler. i bought two of them. they worked great the first time i used them. the second time the tab came off both of them. i put the tabs back on, turned them on and neither worked. they would not rotate. unfortunately, since they both worked the first time, i got rid of the receipt. now i can't return them. a lot of money for something that doesn't work.",1,0,0,0,0,1,0,0,0,0,0,0,really excited use sprinkler bought two worked great first time used second time tab came put tabs back turned neither worked would not rotate unfortunately since worked first time got rid receipt not return lot money something not work,"['really', 'excited', 'use', 'sprinkler', 'bought', 'two', 'worked', 'great', 'first', 'time', 'used', 'second', 'time', 'tab', 'came', 'put', 'tabs', 'back', 'turned', 'neither', 'worked', 'would', 'not', 'rotate', 'unfortunately', 'since', 'worked', 'first', 'time', 'got', 'rid', 'receipt', 'not', 'return', 'lot', 'money', 'something', 'not', 'work']"
5794,"standard metal junction box, but the delivery from the vendor took an age to arrive by usps.",0,1,0,0,0,0,0,0,0,0,0,0,standard metal junction box delivery vendor took age arrive usps,"['standard', 'metal', 'junction', 'box', 'delivery', 'vendor', 'took', 'age', 'arrive', 'usps']"
5795,installed myself no problem. like  height. my question is which is the smaller flush?,0,0,0,1,0,0,0,0,0,0,0,1,installed no problem like height question smaller flush,"['installed', 'no', 'problem', 'like', 'height', 'question', 'smaller', 'flush']"
5796,i found it really worksit gives a nice thin spray which works like a power washer,0,0,0,0,0,1,0,0,0,0,0,1,found really worksit gives nice thin spray works like power washer,"['found', 'really', 'worksit', 'gives', 'nice', 'thin', 'spray', 'works', 'like', 'power', 'washer']"
5797,"the sprinkler was fine for a while, but it stopped working after a few months and i am unable to repair it. it's very poor quality. cheap plastic",0,0,0,0,0,1,0,1,0,1,0,0,sprinkler fine stopped working months unable repair poor quality cheap plastic,"['sprinkler', 'fine', 'stopped', 'working', 'months', 'unable', 'repair', 'poor', 'quality', 'cheap', 'plastic']"
5798,"very easy to connect to nest app, very easy to install, and great video quality.",0,0,0,0,0,0,1,0,0,1,0,1,easy connect nest app easy install great video quality,"['easy', 'connect', 'nest', 'app', 'easy', 'install', 'great', 'video', 'quality']"
5799,great for small gardens and out door plants and occasionally rinsing the windows and porch. easy control operation and light weight.,0,0,0,1,0,0,0,0,0,0,1,1,great small gardens door plants occasionally rinsing windows porch easy control operation light weight,"['great', 'small', 'gardens', 'door', 'plants', 'occasionally', 'rinsing', 'windows', 'porch', 'easy', 'control', 'operation', 'light', 'weight']"
5800,"it's rugged and compact, i love it! i was tired of buying the plastic ones that last one season. the only downside is you don't have 10 spray patterns to choose from, you just tighten for wide or loosen for stream. works perfectly for me in the lawn and garden.",0,0,0,1,0,1,0,0,0,1,0,1,rugged compact love tired buying plastic ones last one season downside not spray patterns choose tighten wide loosen stream works perfectly lawn garden,"['rugged', 'compact', 'love', 'tired', 'buying', 'plastic', 'ones', 'last', 'one', 'season', 'downside', 'not', 'spray', 'patterns', 'choose', 'tighten', 'wide', 'loosen', 'stream', 'works', 'perfectly', 'lawn', 'garden']"
5801,nice and thick screen,0,0,0,1,0,0,0,0,0,0,0,1,nice thick screen,"['nice', 'thick', 'screen']"
5802,"day 2 it stuck, programming became difficult,  i returned it.",0,0,0,0,0,1,0,0,0,0,1,0,day stuck programming became difficult returned,"['day', 'stuck', 'programming', 'became', 'difficult', 'returned']"
5803,it stayed sharp but after the first four cuts it developed a gap at the bottom of the cut channel so it doesn't cut all the way through.,0,0,0,0,0,1,0,0,0,1,0,0,stayed sharp first four cuts developed gap bottom cut channel not cut way,"['stayed', 'sharp', 'first', 'four', 'cuts', 'developed', 'gap', 'bottom', 'cut', 'channel', 'not', 'cut', 'way']"
5804,great deal. works as well as the higher priced ones. i just ordered another.,0,0,0,0,0,1,0,0,1,0,0,1,great deal works well higher priced ones ordered another,"['great', 'deal', 'works', 'well', 'higher', 'priced', 'ones', 'ordered', 'another']"
5805,"sprinker works great! gets the small area perfect. was disappointed in the sprinkler made of plastic. but, it works great!see more",0,0,0,0,0,1,0,1,0,0,0,0,sprinker works great gets small area perfect disappointed sprinkler made plastic works great see,"['sprinker', 'works', 'great', 'gets', 'small', 'area', 'perfect', 'disappointed', 'sprinkler', 'made', 'plastic', 'works', 'great', 'see']"
5806,"vinyl coated and strong. should last a long time being vinyl coated, not just fiberglass.",0,0,0,0,0,0,0,1,0,1,0,1,vinyl coated strong last long time vinyl coated not fiberglass,"['vinyl', 'coated', 'strong', 'last', 'long', 'time', 'vinyl', 'coated', 'not', 'fiberglass']"
5807,this cushion is comfortable. it fit perfectly on our zero gravity chairs and it was comfortable enough to fall asleep in.,0,0,0,1,0,0,0,0,0,0,1,1,cushion comfortable fit perfectly zero gravity chairs comfortable enough fall asleep,"['cushion', 'comfortable', 'fit', 'perfectly', 'zero', 'gravity', 'chairs', 'comfortable', 'enough', 'fall', 'asleep']"
5808,it work very well and i am so happy with it and now i can uesd to wash my deck,0,0,0,0,0,1,0,0,0,0,0,1,work well happy uesd wash deck,"['work', 'well', 'happy', 'uesd', 'wash', 'deck']"
5809,"can't really complain given the price. not ideal for outdoor use. i needed to leave something clamped until i was able to finish working on it the following weekend and they began to rust. the locking mechanism makes them a little easier to use than my older set of bessey clamps, but they are not as robust and the slightly narrower bar bends a little when i apply the same amount of pressure with these clamps, whereas there is no bend with my older bessey set.",0,0,0,0,0,0,0,0,1,1,1,1,not really complain given price not ideal outdoor use needed leave something clamped able finish working following weekend began rust locking mechanism makes little easier use older set bessey clamps not robust slightly narrower bar bends little apply amount pressure clamps whereas no bend older bessey set,"['not', 'really', 'complain', 'given', 'price', 'not', 'ideal', 'outdoor', 'use', 'needed', 'leave', 'something', 'clamped', 'able', 'finish', 'working', 'following', 'weekend', 'began', 'rust', 'locking', 'mechanism', 'makes', 'little', 'easier', 'use', 'older', 'set', 'bessey', 'clamps', 'not', 'robust', 'slightly', 'narrower', 'bar', 'bends', 'little', 'apply', 'amount', 'pressure', 'clamps', 'whereas', 'no', 'bend', 'older', 'bessey', 'set']"
5810,"i have two greenhouses and i have grown to really like this wand. it has several water patterns, an adjustable length, and an easy off and on valve on the handle. it beats all that i tried in the past!!see more",0,0,0,0,1,0,0,0,0,0,1,1,two greenhouses grown really like wand several water patterns adjustable length easy valve handle beats tried past see,"['two', 'greenhouses', 'grown', 'really', 'like', 'wand', 'several', 'water', 'patterns', 'adjustable', 'length', 'easy', 'valve', 'handle', 'beats', 'tried', 'past', 'see']"
5811,well made nozzle. the only complaint is that it doesn't produce a powerful stream of water.,0,0,0,0,0,1,0,0,0,1,0,0,well made nozzle complaint not produce powerful stream water,"['well', 'made', 'nozzle', 'complaint', 'not', 'produce', 'powerful', 'stream', 'water']"
5812,"this tool was sold to me by a home depot plumbing dept. associate for use with ""apollo1/2 in. copper pro crimp ring (10-pack)"" and ""apollo3/4 in. copper pro crimp ring (10-pack)"" crimp rings which were also sold to me by the same associate.  this tool didn't work properly for this type of copper crimp ring.  after attempting to use it on the apollo crimp rings handed to me by the associate i determined that it is only intended for use on the stainless steel ""crimp sleeves"" and not the copper rings sold to me.  i relied upon the associate to tell me what parts and tools i needed and i didn't even look at the packaging to read the message printed on it saying that the tool was only for stainless crimp sleeves and not the copper crimp rings he gave to me to purchase.  needless to say, i wasted a number of the copper crimp rings i purchased and also got a bit wet finding this important fact out.  this tool may very well work just fine with the appropriate crimp sleeves but i will never know since i subsequently returned the tool.",0,0,0,0,0,1,0,0,0,0,0,0,tool sold home depot plumbing dept associate use copper pro crimp ring copper pro crimp ring crimp rings also sold associate tool not work properly type copper crimp ring attempting use apollo crimp rings handed associate determined intended use stainless steel crimp sleeves not copper rings sold relied upon associate tell parts tools needed not even look packaging read message printed saying tool stainless crimp sleeves not copper crimp rings gave purchase needless say wasted number copper crimp rings purchased also got bit wet finding important fact tool may well work fine appropriate crimp sleeves never know since subsequently returned tool,"['tool', 'sold', 'home', 'depot', 'plumbing', 'dept', 'associate', 'use', 'copper', 'pro', 'crimp', 'ring', 'copper', 'pro', 'crimp', 'ring', 'crimp', 'rings', 'also', 'sold', 'associate', 'tool', 'not', 'work', 'properly', 'type', 'copper', 'crimp', 'ring', 'attempting', 'use', 'apollo', 'crimp', 'rings', 'handed', 'associate', 'determined', 'intended', 'use', 'stainless', 'steel', 'crimp', 'sleeves', 'not', 'copper', 'rings', 'sold', 'relied', 'upon', 'associate', 'tell', 'parts', 'tools', 'needed', 'not', 'even', 'look', 'packaging', 'read', 'message', 'printed', 'saying', 'tool', 'stainless', 'crimp', 'sleeves', 'not', 'copper', 'crimp', 'rings', 'gave', 'purchase', 'needless', 'say', 'wasted', 'number', 'copper', 'crimp', 'rings', 'purchased', 'also', 'got', 'bit', 'wet', 'finding', 'important', 'fact', 'tool', 'may', 'well', 'work', 'fine', 'appropriate', 'crimp', 'sleeves', 'never', 'know', 'since', 'subsequently', 'returned', 'tool']"
5813,best cameras for the money.  i have many wyze products and all work without issue.,0,0,0,0,0,0,0,0,1,0,0,1,best cameras money many wyze products work without issue,"['best', 'cameras', 'money', 'many', 'wyze', 'products', 'work', 'without', 'issue']"
5814,"the chair cushions are very  nice.  they are just the right color and softness, and easy to keep clean  .  i am very happy with them.",0,0,1,0,0,0,0,0,0,1,0,1,chair cushions nice right color softness easy keep clean happy,"['chair', 'cushions', 'nice', 'right', 'color', 'softness', 'easy', 'keep', 'clean', 'happy']"
5815,this item works very well and my german shepherd is in love with it. waters well and keeps my dog busy as she chases the streams and plays in it.love it!see more,0,0,0,0,0,1,0,0,0,0,0,1,item works well german shepherd love waters well keeps dog busy chases streams plays love see,"['item', 'works', 'well', 'german', 'shepherd', 'love', 'waters', 'well', 'keeps', 'dog', 'busy', 'chases', 'streams', 'plays', 'love', 'see']"
5816,"i have only used these for light duty work, but the seem well made and function as they should. i would buy again",0,0,0,0,0,1,0,0,0,1,0,1,used light duty work seem well made function would buy,"['used', 'light', 'duty', 'work', 'seem', 'well', 'made', 'function', 'would', 'buy']"
5817,i thought they would be a little thicker cushion but comfortable.,0,0,0,0,0,0,0,0,0,0,1,1,thought would little thicker cushion comfortable,"['thought', 'would', 'little', 'thicker', 'cushion', 'comfortable']"
5818,they get the job done and i have no problems with them yet.,0,0,0,0,0,1,0,0,0,0,0,1,get job done no problems yet,"['get', 'job', 'done', 'no', 'problems', 'yet']"
5819,"ordered these without realizing they were from a third party seller. they took over a month to arrive, and one was broken right out of the box.see more",0,1,0,0,0,0,0,0,0,0,0,0,ordered without realizing third party seller took month arrive one broken right box see,"['ordered', 'without', 'realizing', 'third', 'party', 'seller', 'took', 'month', 'arrive', 'one', 'broken', 'right', 'box', 'see']"
5820,"these clamps are great for small woodworking projects! key word being small though, as they are only 6 inch clamps. i will need to invest in larger clamps for my bigger projects, but these will do for any small work i need to do. very easy to use with 2 triggers: one to tighten and one to release. so simple, yet it works great!",0,0,0,1,0,1,0,0,0,0,1,1,clamps great small woodworking projects key word small though inch clamps need invest larger clamps bigger projects small work need easy use triggers one tighten one release simple yet works great,"['clamps', 'great', 'small', 'woodworking', 'projects', 'key', 'word', 'small', 'though', 'inch', 'clamps', 'need', 'invest', 'larger', 'clamps', 'bigger', 'projects', 'small', 'work', 'need', 'easy', 'use', 'triggers', 'one', 'tighten', 'one', 'release', 'simple', 'yet', 'works', 'great']"
5821,well designed. clips work well.,0,0,1,0,0,1,0,0,0,0,0,1,well designed clips work well,"['well', 'designed', 'clips', 'work', 'well']"
5822,very strong and good price.,0,0,0,0,0,0,0,0,1,1,0,1,strong good price,"['strong', 'good', 'price']"
5823,the quality of the pex crimper is not very good. the handles bent after a few uses.,1,0,0,0,0,0,0,0,0,1,0,0,quality pex crimper not good handles bent uses,"['quality', 'pex', 'crimper', 'not', 'good', 'handles', 'bent', 'uses']"
5824,these work great. they're easy to use and quality construction,0,0,0,0,0,1,0,0,0,1,1,1,work great easy use quality construction,"['work', 'great', 'easy', 'use', 'quality', 'construction']"
5825,"it's very pretty, however, the handle on the side is inconvenient and the ""powerful flush"" is less than powerful.",0,0,1,0,0,1,0,0,0,0,1,1,pretty however handle side inconvenient powerful flush less powerful,"['pretty', 'however', 'handle', 'side', 'inconvenient', 'powerful', 'flush', 'less', 'powerful']"
5826,easy to use and does the basics. viewing is slow to move. camera is hard to pan from phone.,0,0,0,0,0,1,0,0,0,0,1,0,easy use basics viewing slow move camera hard pan phone,"['easy', 'use', 'basics', 'viewing', 'slow', 'move', 'camera', 'hard', 'pan', 'phone']"
5827,these are excellent high quality chair cushions which is why they cost a little more than what you would pay at a big box store. they are well made & super cushy.,0,0,0,0,0,0,0,0,0,1,0,1,excellent high quality chair cushions cost little would pay big box store well made super cushy,"['excellent', 'high', 'quality', 'chair', 'cushions', 'cost', 'little', 'would', 'pay', 'big', 'box', 'store', 'well', 'made', 'super', 'cushy']"
5828,"this item worked out great for me. i didn't want to spend $80 for a whole new sliding door. i added new paint before installing the screen. i recommend watching two or three ""how to"" videos before attempting to do the repair on youtube. be very careful when cutting the excess screen out. you don't want to make any mistakes on that part. be patient. if you know how to follow directions on how to use the tool, you will be fine. good luck!",0,0,0,0,0,1,0,0,0,0,0,1,item worked great not want spend whole new sliding door added new paint installing screen recommend watching two three videos attempting repair youtube careful cutting excess screen not want make mistakes part patient know follow directions use tool fine good luck,"['item', 'worked', 'great', 'not', 'want', 'spend', 'whole', 'new', 'sliding', 'door', 'added', 'new', 'paint', 'installing', 'screen', 'recommend', 'watching', 'two', 'three', 'videos', 'attempting', 'repair', 'youtube', 'careful', 'cutting', 'excess', 'screen', 'not', 'want', 'make', 'mistakes', 'part', 'patient', 'know', 'follow', 'directions', 'use', 'tool', 'fine', 'good', 'luck']"
5829,"nicely designed product. easy set up like other nest products, it does the job.",0,0,1,0,0,0,1,0,0,0,0,1,nicely designed product easy set like nest products job,"['nicely', 'designed', 'product', 'easy', 'set', 'like', 'nest', 'products', 'job']"
5830,"been using it for over a month. good coverage, no complaints.",0,0,0,0,0,1,0,0,0,0,0,1,using month good coverage no complaints,"['using', 'month', 'good', 'coverage', 'no', 'complaints']"
5831,the cushion is very well made and comfortable.,0,0,0,0,0,0,0,0,0,1,1,1,cushion well made comfortable,"['cushion', 'well', 'made', 'comfortable']"
5832,"an acceptable clamp for the cost but the dimensions for this clamp's description is incorrect.size: 2.7"" inch lengthmax. jaw opening: 2"" inch (should correct to 1"" inch)",0,0,0,0,0,0,0,0,0,1,0,0,acceptable clamp cost dimensions clamp description incorrect size inch lengthmax jaw opening inch correct inch,"['acceptable', 'clamp', 'cost', 'dimensions', 'clamp', 'description', 'incorrect', 'size', 'inch', 'lengthmax', 'jaw', 'opening', 'inch', 'correct', 'inch']"
5833,brads were good quality and did better than i had expected,0,0,0,0,0,0,0,0,0,1,0,1,brads good quality better expected,"['brads', 'good', 'quality', 'better', 'expected']"
5834,they jam the gun. can't use them.,0,0,0,0,0,1,0,0,0,0,0,0,jam gun not use,"['jam', 'gun', 'not', 'use']"
5835,"bought 4. used for one month and returned them all. they wouldn't turn off completely. i didn't bother getting out a screwdriver to see if tightening would help. i don't have that kind of time and for almost $10 each, i shouldn't have to. i've given up on all expert gardener products. they are very low quality. i've given that brand more fair chances than i should have.see more",0,0,0,0,0,1,0,0,0,1,0,0,bought used one month returned would not turn completely not bother getting screwdriver see tightening would help not kind time almost not given expert gardener products low quality given brand fair chances see,"['bought', 'used', 'one', 'month', 'returned', 'would', 'not', 'turn', 'completely', 'not', 'bother', 'getting', 'screwdriver', 'see', 'tightening', 'would', 'help', 'not', 'kind', 'time', 'almost', 'not', 'given', 'expert', 'gardener', 'products', 'low', 'quality', 'given', 'brand', 'fair', 'chances', 'see']"
5836,"there need to be better instructions on how to adjust the settings on the sprinkler.  the online, third party, videos are of little help.  that back of the box says next to nothing about fine tuning the width and depth of the spray.  otherwise, once you figure it out, it is excellent.  so, loss of a star for vague operating instructions.",0,0,0,0,0,0,1,0,0,0,0,0,need better instructions adjust settings sprinkler online third party videos little help back box says next nothing fine tuning width depth spray otherwise figure excellent loss star vague operating instructions,"['need', 'better', 'instructions', 'adjust', 'settings', 'sprinkler', 'online', 'third', 'party', 'videos', 'little', 'help', 'back', 'box', 'says', 'next', 'nothing', 'fine', 'tuning', 'width', 'depth', 'spray', 'otherwise', 'figure', 'excellent', 'loss', 'star', 'vague', 'operating', 'instructions']"
5837,best camera option for the price!! i am super impressed with it!!,0,0,0,0,0,0,0,0,1,0,0,1,best camera option price super impressed,"['best', 'camera', 'option', 'price', 'super', 'impressed']"
5838,"this definitely works with the pets, holds-up well to pawing. it is a bit more difficult to install with the spline, but be patient and work slow. i have had it about a month now and it's still holding up.",0,0,0,0,0,1,1,0,0,1,0,1,definitely works pets holds well pawing bit difficult install spline patient work slow month still holding,"['definitely', 'works', 'pets', 'holds', 'well', 'pawing', 'bit', 'difficult', 'install', 'spline', 'patient', 'work', 'slow', 'month', 'still', 'holding']"
5839,"i use them to run waters lines so this is just a great piece of equipment every one should have, excellent cut i recommend it",0,0,0,0,0,1,0,0,0,1,0,1,use run waters lines great piece equipment every one excellent cut recommend,"['use', 'run', 'waters', 'lines', 'great', 'piece', 'equipment', 'every', 'one', 'excellent', 'cut', 'recommend']"
5840,fits perfectly and it looks nice. good screen replacement,0,0,1,1,0,0,0,0,0,0,0,1,fits perfectly looks nice good screen replacement,"['fits', 'perfectly', 'looks', 'nice', 'good', 'screen', 'replacement']"
5841,high quality outlet for the floor.,0,0,0,0,0,0,0,0,0,1,0,1,high quality outlet floor,"['high', 'quality', 'outlet', 'floor']"
5842,not what i originally wanted but worked way better than anticipated. very easy to install . remember to remove box first. very secure,0,0,0,0,0,1,1,0,0,0,0,1,not originally wanted worked way better anticipated easy install remember remove box first secure,"['not', 'originally', 'wanted', 'worked', 'way', 'better', 'anticipated', 'easy', 'install', 'remember', 'remove', 'box', 'first', 'secure']"
5843,we bought the most expensive replacement cushions but are happy because they are as comfy as the original ones. i am disappointed that i cannot find all weather covers for my alan roth outdoor chairs.,0,0,0,0,0,0,0,0,0,0,1,1,bought expensive replacement cushions happy comfy original ones disappointed cannot find weather covers alan roth outdoor chairs,"['bought', 'expensive', 'replacement', 'cushions', 'happy', 'comfy', 'original', 'ones', 'disappointed', 'cannot', 'find', 'weather', 'covers', 'alan', 'roth', 'outdoor', 'chairs']"
5844,"i purchased these cushions for $29.99 each, which is about 1/3 what it would have cost me at another retailer. i wanted blue but they only had 2 in stock and i needed 4, so i went with red. glad i did. it really pops. and they are very comfortable. definitely worth the money.",0,0,0,0,0,0,0,0,1,0,1,1,purchased cushions would cost another retailer wanted blue stock needed went red glad really pops comfortable definitely worth money,"['purchased', 'cushions', 'would', 'cost', 'another', 'retailer', 'wanted', 'blue', 'stock', 'needed', 'went', 'red', 'glad', 'really', 'pops', 'comfortable', 'definitely', 'worth', 'money']"
5845,good for business! easy to use! picks up movement a little too well lol,0,0,0,0,0,1,0,0,0,0,1,1,good business easy use picks movement little well lol,"['good', 'business', 'easy', 'use', 'picks', 'movement', 'little', 'well', 'lol']"
5846,solid metal construction will live up to its intended use.,0,0,0,0,0,0,0,0,0,1,0,1,solid metal construction live intended use,"['solid', 'metal', 'construction', 'live', 'intended', 'use']"
5847,this is a very good camera. the picture is crystal clear. the price is good also,0,0,0,0,0,0,0,0,1,1,0,1,good camera picture crystal clear price good also,"['good', 'camera', 'picture', 'crystal', 'clear', 'price', 'good', 'also']"
5848,"it's a solid toilet. way better then the store-brand ones that were in my house from the orange box store. it is smaller than your regular toilet. only complaint was that some of the toilet bolts and nuts seemed to be missing, nothing that $1 at ace couldn't fix.",1,0,0,0,0,0,0,0,0,1,0,0,solid toilet way better store brand ones house orange box store smaller regular toilet complaint toilet bolts nuts seemed missing nothing ace could not fix,"['solid', 'toilet', 'way', 'better', 'store', 'brand', 'ones', 'house', 'orange', 'box', 'store', 'smaller', 'regular', 'toilet', 'complaint', 'toilet', 'bolts', 'nuts', 'seemed', 'missing', 'nothing', 'ace', 'could', 'not', 'fix']"
5849,"used this a couple of times. works well, has several spray patterns to choose from. not expensive.",0,0,0,0,1,1,0,0,1,0,0,1,used couple times works well several spray patterns choose not expensive,"['used', 'couple', 'times', 'works', 'well', 'several', 'spray', 'patterns', 'choose', 'not', 'expensive']"
5850,"easy to install, all tools come with it. no complain at all.",0,0,0,0,0,0,1,0,0,0,0,1,easy install tools come no complain,"['easy', 'install', 'tools', 'come', 'no', 'complain']"
5851,very comfortable great quality,0,0,0,0,0,0,0,0,0,1,1,1,comfortable great quality,"['comfortable', 'great', 'quality']"
5852,"works like a dream. no cords , no jams quick and powerful , worth every penny.now i want the framing model",0,0,0,0,0,1,0,0,0,0,0,0,works like dream no cords no jams quick powerful worth every penny want framing model,"['works', 'like', 'dream', 'no', 'cords', 'no', 'jams', 'quick', 'powerful', 'worth', 'every', 'penny', 'want', 'framing', 'model']"
5853,good product that is easy to install and lasts while at a minimal cost.,0,0,0,0,0,0,1,0,1,1,0,1,good product easy install lasts minimal cost,"['good', 'product', 'easy', 'install', 'lasts', 'minimal', 'cost']"
5854,"i've had 4' clamps for 20 years. well used but a little rusted and i needed more (shorter) clamps for a project. these are well made, easy to use and a reasonable price. highly recommend.",0,0,0,0,0,0,0,0,0,1,1,1,clamps years well used little rusted needed shorter clamps project well made easy use reasonable price highly recommend,"['clamps', 'years', 'well', 'used', 'little', 'rusted', 'needed', 'shorter', 'clamps', 'project', 'well', 'made', 'easy', 'use', 'reasonable', 'price', 'highly', 'recommend']"
5855,"been looking into home automation and security.  i wanted something but didn't want to invest before i do all the research.  this was a quick and cheap way to put up something for peace of mind until i'm ready to go all in.  great value, happy so far!",0,0,0,0,0,0,0,0,1,0,0,1,looking home automation security wanted something not want invest research quick cheap way put something peace mind ready go great value happy far,"['looking', 'home', 'automation', 'security', 'wanted', 'something', 'not', 'want', 'invest', 'research', 'quick', 'cheap', 'way', 'put', 'something', 'peace', 'mind', 'ready', 'go', 'great', 'value', 'happy', 'far']"
5856,"perfect colour for my sunroom. excellent quality cushions, should last for years.",0,0,0,0,0,0,0,0,0,1,0,1,perfect colour sunroom excellent quality cushions last years,"['perfect', 'colour', 'sunroom', 'excellent', 'quality', 'cushions', 'last', 'years']"
5857,"i was looking for a clamp like this and this one is half the price of what i found at the wood working supply store. while if might not be as heavy duty as others, it is well suited for what i need it for. works well and is easy to use and does the job i purchased it to do. if i find that the aluminum bar is too flexible, i think i can just add a piece of hard wood to the inside of the tubing and that should make it plenty study for any job i might need it for in the future.",0,0,0,0,0,1,0,0,1,0,1,1,looking clamp like one half price found wood working supply store might not heavy duty others well suited need works well easy use job purchased find aluminum bar flexible think add piece hard wood inside tubing make plenty study job might need future,"['looking', 'clamp', 'like', 'one', 'half', 'price', 'found', 'wood', 'working', 'supply', 'store', 'might', 'not', 'heavy', 'duty', 'others', 'well', 'suited', 'need', 'works', 'well', 'easy', 'use', 'job', 'purchased', 'find', 'aluminum', 'bar', 'flexible', 'think', 'add', 'piece', 'hard', 'wood', 'inside', 'tubing', 'make', 'plenty', 'study', 'job', 'might', 'need', 'future']"
5858,easy to install and this is my third time using this product. works great,0,0,0,0,0,1,1,0,0,0,0,1,easy install third time using product works great,"['easy', 'install', 'third', 'time', 'using', 'product', 'works', 'great']"
5859,"using nest cam for 2 month now, everything looks great!",0,0,1,0,0,0,0,0,0,0,0,1,using nest cam month everything looks great,"['using', 'nest', 'cam', 'month', 'everything', 'looks', 'great']"
5860,easy to install. had a very hard time opening the top outlet cover,0,0,0,0,0,0,1,0,0,0,0,1,easy install hard time opening top outlet cover,"['easy', 'install', 'hard', 'time', 'opening', 'top', 'outlet', 'cover']"
